"","lat","lon","year","month","precipitation_mm"
"1237",28.5,76.5,1945,10,131.093191595886
"1238",29.5,76.5,1945,10,131.093191595886
"1239",28.5,77.5,1945,10,131.093191595886
"1240",29.5,77.5,1945,10,131.093191595886
"1241",28.5,76.5,1945,11,118.942610574051
"1242",29.5,76.5,1945,11,118.942610574051
"1243",28.5,77.5,1945,11,118.942610574051
"1244",29.5,77.5,1945,11,118.942610574051
"1245",28.5,76.5,1945,12,124.014374422623
"1246",29.5,76.5,1945,12,124.014374422623
"1247",28.5,77.5,1945,12,124.014374422623
"1248",29.5,77.5,1945,12,124.014374422623
"1249",28.5,76.5,1946,1,145.911238063237
"1250",29.5,76.5,1946,1,145.911238063237
"1251",28.5,77.5,1946,1,145.911238063237
"1252",29.5,77.5,1946,1,145.911238063237
"1253",28.5,76.5,1946,2,132.193105403763
"1254",29.5,76.5,1946,2,132.193105403763
"1255",28.5,77.5,1946,2,132.193105403763
"1256",29.5,77.5,1946,2,132.193105403763
"1257",28.5,76.5,1946,3,73.5929064002218
"1258",29.5,76.5,1946,3,73.5929064002218
"1259",28.5,77.5,1946,3,73.5929064002218
"1260",29.5,77.5,1946,3,73.5929064002218
"1261",28.5,76.5,1946,4,36.1936541386707
"1262",29.5,76.5,1946,4,36.1936541386707
"1263",28.5,77.5,1946,4,36.1936541386707
"1264",29.5,77.5,1946,4,36.1936541386707
"1265",28.5,76.5,1946,5,39.5307740835519
"1266",29.5,76.5,1946,5,39.5307740835519
"1267",28.5,77.5,1946,5,39.5307740835519
"1268",29.5,77.5,1946,5,39.5307740835519
"1269",28.5,76.5,1946,6,19.3077940243939
"1270",29.5,76.5,1946,6,19.3077940243939
"1271",28.5,77.5,1946,6,19.3077940243939
"1272",29.5,77.5,1946,6,19.3077940243939
"1273",28.5,76.5,1946,7,15.8244014399869
"1274",29.5,76.5,1946,7,15.8244014399869
"1275",28.5,77.5,1946,7,15.8244014399869
"1276",29.5,77.5,1946,7,15.8244014399869
"1277",28.5,76.5,1946,8,45.2786532866669
"1278",29.5,76.5,1946,8,45.2786532866669
"1279",28.5,77.5,1946,8,45.2786532866669
"1280",29.5,77.5,1946,8,45.2786532866669
"1281",28.5,76.5,1946,9,41.253285492595
"1282",29.5,76.5,1946,9,41.253285492595
"1283",28.5,77.5,1946,9,41.253285492595
"1284",29.5,77.5,1946,9,41.253285492595
"1285",28.5,76.5,1946,10,87.192123603025
"1286",29.5,76.5,1946,10,87.192123603025
"1287",28.5,77.5,1946,10,87.192123603025
"1288",29.5,77.5,1946,10,87.192123603025
"1289",28.5,76.5,1946,11,109.489229831973
"1290",29.5,76.5,1946,11,109.489229831973
"1291",28.5,77.5,1946,11,109.489229831973
"1292",29.5,77.5,1946,11,109.489229831973
"1293",28.5,76.5,1946,12,140.465151536849
"1294",29.5,76.5,1946,12,140.465151536849
"1295",28.5,77.5,1946,12,140.465151536849
"1296",29.5,77.5,1946,12,140.465151536849
"1297",28.5,76.5,1947,1,110.520859667478
"1298",29.5,76.5,1947,1,110.520859667478
"1299",28.5,77.5,1947,1,110.520859667478
"1300",29.5,77.5,1947,1,110.520859667478
"1301",28.5,76.5,1947,2,144.510509733034
"1302",29.5,76.5,1947,2,144.510509733034
"1303",28.5,77.5,1947,2,144.510509733034
"1304",29.5,77.5,1947,2,144.510509733034
"1305",28.5,76.5,1947,3,126.382974646033
"1306",29.5,76.5,1947,3,126.382974646033
"1307",28.5,77.5,1947,3,126.382974646033
"1308",29.5,77.5,1947,3,126.382974646033
"1309",28.5,76.5,1947,4,52.5526878448656
"1310",29.5,76.5,1947,4,52.5526878448656
"1311",28.5,77.5,1947,4,52.5526878448656
"1312",29.5,77.5,1947,4,52.5526878448656
"1313",28.5,76.5,1947,5,45.3836476824068
"1314",29.5,76.5,1947,5,45.3836476824068
"1315",28.5,77.5,1947,5,45.3836476824068
"1316",29.5,77.5,1947,5,45.3836476824068
"1317",28.5,76.5,1947,6,45.1891757335411
"1318",29.5,76.5,1947,6,45.1891757335411
"1319",28.5,77.5,1947,6,45.1891757335411
"1320",29.5,77.5,1947,6,45.1891757335411
"1321",28.5,76.5,1947,7,52.0815710011647
"1322",29.5,76.5,1947,7,52.0815710011647
"1323",28.5,77.5,1947,7,52.0815710011647
"1324",29.5,77.5,1947,7,52.0815710011647
"1325",28.5,76.5,1947,8,69.0322004797437
"1326",29.5,76.5,1947,8,69.0322004797437
"1327",28.5,77.5,1947,8,69.0322004797437
"1328",29.5,77.5,1947,8,69.0322004797437
"1329",28.5,76.5,1947,9,96.1753343346492
"1330",29.5,76.5,1947,9,96.1753343346492
"1331",28.5,77.5,1947,9,96.1753343346492
"1332",29.5,77.5,1947,9,96.1753343346492
"1333",28.5,76.5,1947,10,124.25442161945
"1334",29.5,76.5,1947,10,124.25442161945
"1335",28.5,77.5,1947,10,124.25442161945
"1336",29.5,77.5,1947,10,124.25442161945
"1337",28.5,76.5,1947,11,125.471489730198
"1338",29.5,76.5,1947,11,125.471489730198
"1339",28.5,77.5,1947,11,125.471489730198
"1340",29.5,77.5,1947,11,125.471489730198
"1341",28.5,76.5,1947,12,141.58857354081
"1342",29.5,76.5,1947,12,141.58857354081
"1343",28.5,77.5,1947,12,141.58857354081
"1344",29.5,77.5,1947,12,141.58857354081
"1345",28.5,76.5,1948,1,103.389582071127
"1346",29.5,76.5,1948,1,103.389582071127
"1347",28.5,77.5,1948,1,103.389582071127
"1348",29.5,77.5,1948,1,103.389582071127
"1349",28.5,76.5,1948,2,99.1020316915369
"1350",29.5,76.5,1948,2,99.1020316915369
"1351",28.5,77.5,1948,2,99.1020316915369
"1352",29.5,77.5,1948,2,99.1020316915369
"1353",28.5,76.5,1948,3,56.5424023033411
"1354",29.5,76.5,1948,3,56.5424023033411
"1355",28.5,77.5,1948,3,56.5424023033411
"1356",29.5,77.5,1948,3,56.5424023033411
"1357",28.5,76.5,1948,4,26.2739340486717
"1358",29.5,76.5,1948,4,26.2739340486717
"1359",28.5,77.5,1948,4,26.2739340486717
"1360",29.5,77.5,1948,4,26.2739340486717
"1361",28.5,76.5,1948,5,41.2587676741904
"1362",29.5,76.5,1948,5,41.2587676741904
"1363",28.5,77.5,1948,5,41.2587676741904
"1364",29.5,77.5,1948,5,41.2587676741904
"1365",28.5,76.5,1948,6,44.5717823017452
"1366",29.5,76.5,1948,6,44.5717823017452
"1367",28.5,77.5,1948,6,44.5717823017452
"1368",29.5,77.5,1948,6,44.5717823017452
"1369",28.5,76.5,1948,7,35.4757937398923
"1370",29.5,76.5,1948,7,35.4757937398923
"1371",28.5,77.5,1948,7,35.4757937398923
"1372",29.5,77.5,1948,7,35.4757937398923
"1373",28.5,76.5,1948,8,54.4611962787317
"1374",29.5,76.5,1948,8,54.4611962787317
"1375",28.5,77.5,1948,8,54.4611962787317
"1376",29.5,77.5,1948,8,54.4611962787317
"1377",28.5,76.5,1948,9,89.78668341646
"1378",29.5,76.5,1948,9,89.78668341646
"1379",28.5,77.5,1948,9,89.78668341646
"1380",29.5,77.5,1948,9,89.78668341646
"1381",28.5,76.5,1948,10,64.4169961358086
"1382",29.5,76.5,1948,10,64.4169961358086
"1383",28.5,77.5,1948,10,64.4169961358086
"1384",29.5,77.5,1948,10,64.4169961358086
"1385",28.5,76.5,1948,11,115.694250924112
"1386",29.5,76.5,1948,11,115.694250924112
"1387",28.5,77.5,1948,11,115.694250924112
"1388",29.5,77.5,1948,11,115.694250924112
"1389",28.5,76.5,1948,12,130.123329125052
"1390",29.5,76.5,1948,12,130.123329125052
"1391",28.5,77.5,1948,12,130.123329125052
"1392",29.5,77.5,1948,12,130.123329125052
"1393",28.5,76.5,1949,1,100.493784776975
"1394",29.5,76.5,1949,1,100.493784776975
"1395",28.5,77.5,1949,1,100.493784776975
"1396",29.5,77.5,1949,1,100.493784776975
"1397",28.5,76.5,1949,2,99.3686863990742
"1398",29.5,76.5,1949,2,99.3686863990742
"1399",28.5,77.5,1949,2,99.3686863990742
"1400",29.5,77.5,1949,2,99.3686863990742
"1401",28.5,76.5,1949,3,75.6738656299541
"1402",29.5,76.5,1949,3,75.6738656299541
"1403",28.5,77.5,1949,3,75.6738656299541
"1404",29.5,77.5,1949,3,75.6738656299541
"1405",28.5,76.5,1949,4,62.464745509154
"1406",29.5,76.5,1949,4,62.464745509154
"1407",28.5,77.5,1949,4,62.464745509154
"1408",29.5,77.5,1949,4,62.464745509154
"1409",28.5,76.5,1949,5,52.8358144975825
"1410",29.5,76.5,1949,5,52.8358144975825
"1411",28.5,77.5,1949,5,52.8358144975825
"1412",29.5,77.5,1949,5,52.8358144975825
"1413",28.5,76.5,1949,6,25.1828674373922
"1414",29.5,76.5,1949,6,25.1828674373922
"1415",28.5,77.5,1949,6,25.1828674373922
"1416",29.5,77.5,1949,6,25.1828674373922
"1417",28.5,76.5,1949,7,30.2227769797881
"1418",29.5,76.5,1949,7,30.2227769797881
"1419",28.5,77.5,1949,7,30.2227769797881
"1420",29.5,77.5,1949,7,30.2227769797881
"1421",28.5,76.5,1949,8,28.3468975037418
"1422",29.5,76.5,1949,8,28.3468975037418
"1423",28.5,77.5,1949,8,28.3468975037418
"1424",29.5,77.5,1949,8,28.3468975037418
"1425",28.5,76.5,1949,9,43.891441685991
"1426",29.5,76.5,1949,9,43.891441685991
"1427",28.5,77.5,1949,9,43.891441685991
"1428",29.5,77.5,1949,9,43.891441685991
"1429",28.5,76.5,1949,10,92.9735136419833
"1430",29.5,76.5,1949,10,92.9735136419833
"1431",28.5,77.5,1949,10,92.9735136419833
"1432",29.5,77.5,1949,10,92.9735136419833
"1433",28.5,76.5,1949,11,104.754565131815
"1434",29.5,76.5,1949,11,104.754565131815
"1435",28.5,77.5,1949,11,104.754565131815
"1436",29.5,77.5,1949,11,104.754565131815
"1437",28.5,76.5,1949,12,131.785436939087
"1438",29.5,76.5,1949,12,131.785436939087
"1439",28.5,77.5,1949,12,131.785436939087
"1440",29.5,77.5,1949,12,131.785436939087
"1441",28.5,76.5,1950,1,102.630761551099
"1442",29.5,76.5,1950,1,102.630761551099
"1443",28.5,77.5,1950,1,102.630761551099
"1444",29.5,77.5,1950,1,102.630761551099
"1445",28.5,76.5,1950,2,138.658684387779
"1446",29.5,76.5,1950,2,138.658684387779
"1447",28.5,77.5,1950,2,138.658684387779
"1448",29.5,77.5,1950,2,138.658684387779
"1449",28.5,76.5,1950,3,120.548816868085
"1450",29.5,76.5,1950,3,120.548816868085
"1451",28.5,77.5,1950,3,120.548816868085
"1452",29.5,77.5,1950,3,120.548816868085
"1453",28.5,76.5,1950,4,75.5966086424892
"1454",29.5,76.5,1950,4,75.5966086424892
"1455",28.5,77.5,1950,4,75.5966086424892
"1456",29.5,77.5,1950,4,75.5966086424892
"1457",28.5,76.5,1950,5,87.055502332129
"1458",29.5,76.5,1950,5,87.055502332129
"1459",28.5,77.5,1950,5,87.055502332129
"1460",29.5,77.5,1950,5,87.055502332129
"1461",28.5,76.5,1950,6,50.938214777831
"1462",29.5,76.5,1950,6,50.938214777831
"1463",28.5,77.5,1950,6,50.938214777831
"1464",29.5,77.5,1950,6,50.938214777831
"1465",28.5,76.5,1950,7,46.0944021946141
"1466",29.5,76.5,1950,7,46.0944021946141
"1467",28.5,77.5,1950,7,46.0944021946141
"1468",29.5,77.5,1950,7,46.0944021946141
"1469",28.5,76.5,1950,8,20.7327894297209
"1470",29.5,76.5,1950,8,20.7327894297209
"1471",28.5,77.5,1950,8,20.7327894297209
"1472",29.5,77.5,1950,8,20.7327894297209
"1473",28.5,76.5,1950,9,36.1940674514033
"1474",29.5,76.5,1950,9,36.1940674514033
"1475",28.5,77.5,1950,9,36.1940674514033
"1476",29.5,77.5,1950,9,36.1940674514033
"1477",28.5,76.5,1950,10,45.3124179455469
"1478",29.5,76.5,1950,10,45.3124179455469
"1479",28.5,77.5,1950,10,45.3124179455469
"1480",29.5,77.5,1950,10,45.3124179455469
"1481",28.5,76.5,1950,11,57.9408779463339
"1482",29.5,76.5,1950,11,57.9408779463339
"1483",28.5,77.5,1950,11,57.9408779463339
"1484",29.5,77.5,1950,11,57.9408779463339
"1485",28.5,76.5,1950,12,91.0574367346071
"1486",29.5,76.5,1950,12,91.0574367346071
"1487",28.5,77.5,1950,12,91.0574367346071
"1488",29.5,77.5,1950,12,91.0574367346071
"1489",28.5,76.5,1951,1,127.801829650023
"1490",29.5,76.5,1951,1,127.801829650023
"1491",28.5,77.5,1951,1,127.801829650023
"1492",29.5,77.5,1951,1,127.801829650023
"1493",28.5,76.5,1951,2,123.176510410373
"1494",29.5,76.5,1951,2,123.176510410373
"1495",28.5,77.5,1951,2,123.176510410373
"1496",29.5,77.5,1951,2,123.176510410373
"1497",28.5,76.5,1951,3,102.076687533788
"1498",29.5,76.5,1951,3,102.076687533788
"1499",28.5,77.5,1951,3,102.076687533788
"1500",29.5,77.5,1951,3,102.076687533788
"1501",28.5,76.5,1951,4,96.27048380219
"1502",29.5,76.5,1951,4,96.27048380219
"1503",28.5,77.5,1951,4,96.27048380219
"1504",29.5,77.5,1951,4,96.27048380219
"1505",28.5,76.5,1951,5,100.038084891226
"1506",29.5,76.5,1951,5,100.038084891226
"1507",28.5,77.5,1951,5,100.038084891226
"1508",29.5,77.5,1951,5,100.038084891226
"1509",28.5,76.5,1951,6,60.2894818679417
"1510",29.5,76.5,1951,6,60.2894818679417
"1511",28.5,77.5,1951,6,60.2894818679417
"1512",29.5,77.5,1951,6,60.2894818679417
"1513",28.5,76.5,1951,7,54.2297148187096
"1514",29.5,76.5,1951,7,54.2297148187096
"1515",28.5,77.5,1951,7,54.2297148187096
"1516",29.5,77.5,1951,7,54.2297148187096
"1517",28.5,76.5,1951,8,70.7002128406713
"1518",29.5,76.5,1951,8,70.7002128406713
"1519",28.5,77.5,1951,8,70.7002128406713
"1520",29.5,77.5,1951,8,70.7002128406713
"1521",28.5,76.5,1951,9,78.3172426091891
"1522",29.5,76.5,1951,9,78.3172426091891
"1523",28.5,77.5,1951,9,78.3172426091891
"1524",29.5,77.5,1951,9,78.3172426091891
"1525",28.5,76.5,1951,10,98.6616777626272
"1526",29.5,76.5,1951,10,98.6616777626272
"1527",28.5,77.5,1951,10,98.6616777626272
"1528",29.5,77.5,1951,10,98.6616777626272
"1529",28.5,76.5,1951,11,126.17863430153
"1530",29.5,76.5,1951,11,126.17863430153
"1531",28.5,77.5,1951,11,126.17863430153
"1532",29.5,77.5,1951,11,126.17863430153
"1533",28.5,76.5,1951,12,130.018610006028
"1534",29.5,76.5,1951,12,130.018610006028
"1535",28.5,77.5,1951,12,130.018610006028
"1536",29.5,77.5,1951,12,130.018610006028
"1537",28.5,76.5,1952,1,157.401006000311
"1538",29.5,76.5,1952,1,157.401006000311
"1539",28.5,77.5,1952,1,157.401006000311
"1540",29.5,77.5,1952,1,157.401006000311
"1541",28.5,76.5,1952,2,152.233231354576
"1542",29.5,76.5,1952,2,152.233231354576
"1543",28.5,77.5,1952,2,152.233231354576
"1544",29.5,77.5,1952,2,152.233231354576
"1545",28.5,76.5,1952,3,104.019850000066
"1546",29.5,76.5,1952,3,104.019850000066
"1547",28.5,77.5,1952,3,104.019850000066
"1548",29.5,77.5,1952,3,104.019850000066
"1549",28.5,76.5,1952,4,107.796211609079
"1550",29.5,76.5,1952,4,107.796211609079
"1551",28.5,77.5,1952,4,107.796211609079
"1552",29.5,77.5,1952,4,107.796211609079
"1553",28.5,76.5,1952,5,79.0938983094773
"1554",29.5,76.5,1952,5,79.0938983094773
"1555",28.5,77.5,1952,5,79.0938983094773
"1556",29.5,77.5,1952,5,79.0938983094773
"1557",28.5,76.5,1952,6,30.5942283973719
"1558",29.5,76.5,1952,6,30.5942283973719
"1559",28.5,77.5,1952,6,30.5942283973719
"1560",29.5,77.5,1952,6,30.5942283973719
"1561",28.5,76.5,1952,7,24.5394369810075
"1562",29.5,76.5,1952,7,24.5394369810075
"1563",28.5,77.5,1952,7,24.5394369810075
"1564",29.5,77.5,1952,7,24.5394369810075
"1565",28.5,76.5,1952,8,56.6755829611764
"1566",29.5,76.5,1952,8,56.6755829611764
"1567",28.5,77.5,1952,8,56.6755829611764
"1568",29.5,77.5,1952,8,56.6755829611764
"1569",28.5,76.5,1952,9,85.9256591947826
"1570",29.5,76.5,1952,9,85.9256591947826
"1571",28.5,77.5,1952,9,85.9256591947826
"1572",29.5,77.5,1952,9,85.9256591947826
"1573",28.5,76.5,1952,10,94.7615795187539
"1574",29.5,76.5,1952,10,94.7615795187539
"1575",28.5,77.5,1952,10,94.7615795187539
"1576",29.5,77.5,1952,10,94.7615795187539
"1577",28.5,76.5,1952,11,103.001716770778
"1578",29.5,76.5,1952,11,103.001716770778
"1579",28.5,77.5,1952,11,103.001716770778
"1580",29.5,77.5,1952,11,103.001716770778
"1581",28.5,76.5,1952,12,122.682056130065
"1582",29.5,76.5,1952,12,122.682056130065
"1583",28.5,77.5,1952,12,122.682056130065
"1584",29.5,77.5,1952,12,122.682056130065
"1585",28.5,76.5,1953,1,132.118017442715
"1586",29.5,76.5,1953,1,132.118017442715
"1587",28.5,77.5,1953,1,132.118017442715
"1588",29.5,77.5,1953,1,132.118017442715
"1589",28.5,76.5,1953,2,129.539249284495
"1590",29.5,76.5,1953,2,129.539249284495
"1591",28.5,77.5,1953,2,129.539249284495
"1592",29.5,77.5,1953,2,129.539249284495
"1593",28.5,76.5,1953,3,125.545290882881
"1594",29.5,76.5,1953,3,125.545290882881
"1595",28.5,77.5,1953,3,125.545290882881
"1596",29.5,77.5,1953,3,125.545290882881
"1597",28.5,76.5,1953,4,79.5591769733993
"1598",29.5,76.5,1953,4,79.5591769733993
"1599",28.5,77.5,1953,4,79.5591769733993
"1600",29.5,77.5,1953,4,79.5591769733993
"1601",28.5,76.5,1953,5,54.4064328380663
"1602",29.5,76.5,1953,5,54.4064328380663
"1603",28.5,77.5,1953,5,54.4064328380663
"1604",29.5,77.5,1953,5,54.4064328380663
"1605",28.5,76.5,1953,6,25.3490043501092
"1606",29.5,76.5,1953,6,25.3490043501092
"1607",28.5,77.5,1953,6,25.3490043501092
"1608",29.5,77.5,1953,6,25.3490043501092
"1609",28.5,76.5,1953,7,12.1980798559884
"1610",29.5,76.5,1953,7,12.1980798559884
"1611",28.5,77.5,1953,7,12.1980798559884
"1612",29.5,77.5,1953,7,12.1980798559884
"1613",28.5,76.5,1953,8,16.4737240614141
"1614",29.5,76.5,1953,8,16.4737240614141
"1615",28.5,77.5,1953,8,16.4737240614141
"1616",29.5,77.5,1953,8,16.4737240614141
"1617",28.5,76.5,1953,9,65.8383684743285
"1618",29.5,76.5,1953,9,65.8383684743285
"1619",28.5,77.5,1953,9,65.8383684743285
"1620",29.5,77.5,1953,9,65.8383684743285
"1621",28.5,76.5,1953,10,78.3913848117086
"1622",29.5,76.5,1953,10,78.3913848117086
"1623",28.5,77.5,1953,10,78.3913848117086
"1624",29.5,77.5,1953,10,78.3913848117086
"1625",28.5,76.5,1953,11,85.2377352891992
"1626",29.5,76.5,1953,11,85.2377352891992
"1627",28.5,77.5,1953,11,85.2377352891992
"1628",29.5,77.5,1953,11,85.2377352891992
"1629",28.5,76.5,1953,12,94.1958314286016
"1630",29.5,76.5,1953,12,94.1958314286016
"1631",28.5,77.5,1953,12,94.1958314286016
"1632",29.5,77.5,1953,12,94.1958314286016
"1633",28.5,76.5,1954,1,122.186457496109
"1634",29.5,76.5,1954,1,122.186457496109
"1635",28.5,77.5,1954,1,122.186457496109
"1636",29.5,77.5,1954,1,122.186457496109
"1637",28.5,76.5,1954,2,102.330498447314
"1638",29.5,76.5,1954,2,102.330498447314
"1639",28.5,77.5,1954,2,102.330498447314
"1640",29.5,77.5,1954,2,102.330498447314
"1641",28.5,76.5,1954,3,95.8652428383922
"1642",29.5,76.5,1954,3,95.8652428383922
"1643",28.5,77.5,1954,3,95.8652428383922
"1644",29.5,77.5,1954,3,95.8652428383922
"1645",28.5,76.5,1954,4,67.2867146125977
"1646",29.5,76.5,1954,4,67.2867146125977
"1647",28.5,77.5,1954,4,67.2867146125977
"1648",29.5,77.5,1954,4,67.2867146125977
"1649",28.5,76.5,1954,5,52.1768972549678
"1650",29.5,76.5,1954,5,52.1768972549678
"1651",28.5,77.5,1954,5,52.1768972549678
"1652",29.5,77.5,1954,5,52.1768972549678
"1653",28.5,76.5,1954,6,32.4562398182116
"1654",29.5,76.5,1954,6,32.4562398182116
"1655",28.5,77.5,1954,6,32.4562398182116
"1656",29.5,77.5,1954,6,32.4562398182116
"1657",28.5,76.5,1954,7,43.0378809949983
"1658",29.5,76.5,1954,7,43.0378809949983
"1659",28.5,77.5,1954,7,43.0378809949983
"1660",29.5,77.5,1954,7,43.0378809949983
"1661",28.5,76.5,1954,8,50.4452205217274
"1662",29.5,76.5,1954,8,50.4452205217274
"1663",28.5,77.5,1954,8,50.4452205217274
"1664",29.5,77.5,1954,8,50.4452205217274
"1665",28.5,76.5,1954,9,67.7789170048185
"1666",29.5,76.5,1954,9,67.7789170048185
"1667",28.5,77.5,1954,9,67.7789170048185
"1668",29.5,77.5,1954,9,67.7789170048185
"1669",28.5,76.5,1954,10,111.2894562265
"1670",29.5,76.5,1954,10,111.2894562265
"1671",28.5,77.5,1954,10,111.2894562265
"1672",29.5,77.5,1954,10,111.2894562265
"1673",28.5,76.5,1954,11,110.637299164647
"1674",29.5,76.5,1954,11,110.637299164647
"1675",28.5,77.5,1954,11,110.637299164647
"1676",29.5,77.5,1954,11,110.637299164647
"1677",28.5,76.5,1954,12,117.985728931169
"1678",29.5,76.5,1954,12,117.985728931169
"1679",28.5,77.5,1954,12,117.985728931169
"1680",29.5,77.5,1954,12,117.985728931169
"1681",28.5,76.5,1955,1,163.30832558161
"1682",29.5,76.5,1955,1,163.30832558161
"1683",28.5,77.5,1955,1,163.30832558161
"1684",29.5,77.5,1955,1,163.30832558161
"1685",28.5,76.5,1955,2,127.117093097637
"1686",29.5,76.5,1955,2,127.117093097637
"1687",28.5,77.5,1955,2,127.117093097637
"1688",29.5,77.5,1955,2,127.117093097637
"1689",28.5,76.5,1955,3,100.362222157927
"1690",29.5,76.5,1955,3,100.362222157927
"1691",28.5,77.5,1955,3,100.362222157927
"1692",29.5,77.5,1955,3,100.362222157927
"1693",28.5,76.5,1955,4,90.8452058513552
"1694",29.5,76.5,1955,4,90.8452058513552
"1695",28.5,77.5,1955,4,90.8452058513552
"1696",29.5,77.5,1955,4,90.8452058513552
"1697",28.5,76.5,1955,5,59.6017048298752
"1698",29.5,76.5,1955,5,59.6017048298752
"1699",28.5,77.5,1955,5,59.6017048298752
"1700",29.5,77.5,1955,5,59.6017048298752
"1701",28.5,76.5,1955,6,55.1691498888265
"1702",29.5,76.5,1955,6,55.1691498888265
"1703",28.5,77.5,1955,6,55.1691498888265
"1704",29.5,77.5,1955,6,55.1691498888265
"1705",28.5,76.5,1955,7,30.3782836974152
"1706",29.5,76.5,1955,7,30.3782836974152
"1707",28.5,77.5,1955,7,30.3782836974152
"1708",29.5,77.5,1955,7,30.3782836974152
"1709",28.5,76.5,1955,8,72.0105291144588
"1710",29.5,76.5,1955,8,72.0105291144588
"1711",28.5,77.5,1955,8,72.0105291144588
"1712",29.5,77.5,1955,8,72.0105291144588
"1713",28.5,76.5,1955,9,117.380709996081
"1714",29.5,76.5,1955,9,117.380709996081
"1715",28.5,77.5,1955,9,117.380709996081
"1716",29.5,77.5,1955,9,117.380709996081
"1717",28.5,76.5,1955,10,117.958158663506
"1718",29.5,76.5,1955,10,117.958158663506
"1719",28.5,77.5,1955,10,117.958158663506
"1720",29.5,77.5,1955,10,117.958158663506
"1721",28.5,76.5,1955,11,133.753146476623
"1722",29.5,76.5,1955,11,133.753146476623
"1723",28.5,77.5,1955,11,133.753146476623
"1724",29.5,77.5,1955,11,133.753146476623
"1725",28.5,76.5,1955,12,145.15438374325
"1726",29.5,76.5,1955,12,145.15438374325
"1727",28.5,77.5,1955,12,145.15438374325
"1728",29.5,77.5,1955,12,145.15438374325
"1729",28.5,76.5,1956,1,149.629357796169
"1730",29.5,76.5,1956,1,149.629357796169
"1731",28.5,77.5,1956,1,149.629357796169
"1732",29.5,77.5,1956,1,149.629357796169
"1733",28.5,76.5,1956,2,108.200388845053
"1734",29.5,76.5,1956,2,108.200388845053
"1735",28.5,77.5,1956,2,108.200388845053
"1736",29.5,77.5,1956,2,108.200388845053
"1737",28.5,76.5,1956,3,94.5594235500944
"1738",29.5,76.5,1956,3,94.5594235500944
"1739",28.5,77.5,1956,3,94.5594235500944
"1740",29.5,77.5,1956,3,94.5594235500944
"1741",28.5,76.5,1956,4,80.3429034189156
"1742",29.5,76.5,1956,4,80.3429034189156
"1743",28.5,77.5,1956,4,80.3429034189156
"1744",29.5,77.5,1956,4,80.3429034189156
"1745",28.5,76.5,1956,5,86.8405907128298
"1746",29.5,76.5,1956,5,86.8405907128298
"1747",28.5,77.5,1956,5,86.8405907128298
"1748",29.5,77.5,1956,5,86.8405907128298
"1749",28.5,76.5,1956,6,70.0406182780308
"1750",29.5,76.5,1956,6,70.0406182780308
"1751",28.5,77.5,1956,6,70.0406182780308
"1752",29.5,77.5,1956,6,70.0406182780308
"1753",28.5,76.5,1956,7,51.3208018893331
"1754",29.5,76.5,1956,7,51.3208018893331
"1755",28.5,77.5,1956,7,51.3208018893331
"1756",29.5,77.5,1956,7,51.3208018893331
"1757",28.5,76.5,1956,8,53.3728896907151
"1758",29.5,76.5,1956,8,53.3728896907151
"1759",28.5,77.5,1956,8,53.3728896907151
"1760",29.5,77.5,1956,8,53.3728896907151
"1761",28.5,76.5,1956,9,45.1359779304931
"1762",29.5,76.5,1956,9,45.1359779304931
"1763",28.5,77.5,1956,9,45.1359779304931
"1764",29.5,77.5,1956,9,45.1359779304931
"1765",28.5,76.5,1956,10,83.5445370128428
"1766",29.5,76.5,1956,10,83.5445370128428
"1767",28.5,77.5,1956,10,83.5445370128428
"1768",29.5,77.5,1956,10,83.5445370128428
"1769",28.5,76.5,1956,11,104.792537959187
"1770",29.5,76.5,1956,11,104.792537959187
"1771",28.5,77.5,1956,11,104.792537959187
"1772",29.5,77.5,1956,11,104.792537959187
"1773",28.5,76.5,1956,12,142.103738300977
"1774",29.5,76.5,1956,12,142.103738300977
"1775",28.5,77.5,1956,12,142.103738300977
"1776",29.5,77.5,1956,12,142.103738300977
"1777",28.5,76.5,1957,1,127.275074089432
"1778",29.5,76.5,1957,1,127.275074089432
"1779",28.5,77.5,1957,1,127.275074089432
"1780",29.5,77.5,1957,1,127.275074089432
"1781",28.5,76.5,1957,2,118.329213714985
"1782",29.5,76.5,1957,2,118.329213714985
"1783",28.5,77.5,1957,2,118.329213714985
"1784",29.5,77.5,1957,2,118.329213714985
"1785",28.5,76.5,1957,3,97.4430057208238
"1786",29.5,76.5,1957,3,97.4430057208238
"1787",28.5,77.5,1957,3,97.4430057208238
"1788",29.5,77.5,1957,3,97.4430057208238
"1789",28.5,76.5,1957,4,109.893528027403
"1790",29.5,76.5,1957,4,109.893528027403
"1791",28.5,77.5,1957,4,109.893528027403
"1792",29.5,77.5,1957,4,109.893528027403
"1793",28.5,76.5,1957,5,81.5352424662409
"1794",29.5,76.5,1957,5,81.5352424662409
"1795",28.5,77.5,1957,5,81.5352424662409
"1796",29.5,77.5,1957,5,81.5352424662409
"1797",28.5,76.5,1957,6,55.2382316652976
"1798",29.5,76.5,1957,6,55.2382316652976
"1799",28.5,77.5,1957,6,55.2382316652976
"1800",29.5,77.5,1957,6,55.2382316652976
"1801",28.5,76.5,1957,7,89.4571897709943
"1802",29.5,76.5,1957,7,89.4571897709943
"1803",28.5,77.5,1957,7,89.4571897709943
"1804",29.5,77.5,1957,7,89.4571897709943
"1805",28.5,76.5,1957,8,66.2022701162271
